station_end,station_start,timestamp_duration,timestamp_end,timestamp_start,lat_lng_start,lat_lng_end,driving_distance,driving_predicted_duration,bicycling_distance,bicycling_predicted_duration,subway_distance,subway_predicted_duration,duration
Central Park West & W 100 St,E 11 St & 1 Ave,41 min 33 s,2017-12-23 22:45:10,2017-12-23 22:03:37,"40.72953837,-73.98426726","40.793393,-73.9635556",10266,1509,8881,2033,10266,1509,2493.0
E 11 St & 1 Ave,W 70 St & Amsterdam Ave,28 min 23 s,2017-12-23 15:43:46,2017-12-23 15:15:23,"40.77748046,-73.98288594","40.72953837,-73.98426726",7424,1820,7399,1743,7424,1820,1703.0
W 100 St & Manhattan Ave,W 53 St & 10 Ave,18 min 32 s,2017-12-23 02:20:56,2017-12-23 02:02:24,"40.76669671,-73.99061728","40.795,-73.9645",5201,701,4224,1055,5201,701,1112.0
W 52 St & 9 Ave,Columbus Ave & W 95 St,12 min 55 s,2017-12-22 22:36:18,2017-12-22 22:23:23,"40.7919557,-73.968087","40.76461837,-73.98789473",3479,696,3479,726,3479,696,775.0
6 Ave & W 33 St,W 11 St & 6 Ave,17 min 47 s,2017-12-21 18:13:55,2017-12-21 17:56:08,"40.73532427,-73.99800419","40.74901271,-73.98848395",1749,474,1749,381,1749,474,1067.0
St Marks Pl & 2 Ave,University Pl & E 14 St,9 min 23 s,2017-12-21 16:21:17,2017-12-21 16:11:54,"40.73492695,-73.99200509","40.7284186,-73.98713956",1219,408,1219,328,1219,408,563.0
Sullivan St & Washington Sq,Amsterdam Ave & W 119 St,36 min 10 s,2017-12-21 14:52:16,2017-12-21 14:16:06,"40.8086249,-73.9596214","40.73047747,-73.99906065",13471,1962,10332,2171,13471,1962,2170.0
Columbus Ave & W 95 St,Amsterdam Ave & W 119 St,7 min 12 s,2017-12-20 14:13:35,2017-12-20 14:06:23,"40.8086249,-73.9596214","40.7919557,-73.968087",2145,446,2145,491,2145,446,432.0
Central Park West & W 100 St,W 116 St & Amsterdam Ave,29 min 23 s,2017-12-18 18:30:25,2017-12-18 18:01:02,"40.8067581,-73.9607082","40.793393,-73.9635556",1818,416,1970,414,1818,416,1763.0
Cathedral Pkwy & Broadway,Columbus Ave & W 95 St,9 min 26 s,2017-12-17 12:10:46,2017-12-17 12:01:20,"40.7919557,-73.968087","40.804213,-73.96699104",2086,445,2086,444,2086,445,566.0
Central Park West & W 100 St,E 60 St & York Ave,23 min 57 s,2017-12-17 08:22:04,2017-12-17 07:58:07,"40.759107,-73.959223","40.793393,-73.9635556",5465,839,5664,1462,5465,839,1437.0
Central Park West & W 100 St,W 116 St & Amsterdam Ave,25 min 13 s,2017-12-14 19:39:25,2017-12-14 19:14:12,"40.8067581,-73.9607082","40.793393,-73.9635556",1818,416,1970,414,1818,416,1513.0
Columbus Ave & W 95 St,5 Ave & E 63 St,17 min 11 s,2017-12-13 14:35:46,2017-12-13 14:18:35,"40.766368,-73.971518","40.7919557,-73.968087",4138,802,4266,991,4138,802,1031.0
5 Ave & E 63 St,W 116 St & Amsterdam Ave,21 min 59 s,2017-12-13 13:51:18,2017-12-13 13:29:19,"40.8067581,-73.9607082","40.766368,-73.971518",5593,1124,6133,1565,5593,1124,1319.0
E 58 St & 3 Ave,Amsterdam Ave & W 119 St,22 min 9 s,2017-11-29 17:03:21,2017-11-29 16:41:12,"40.8086249,-73.9596214","40.76095756,-73.96724467",6805,1489,6854,1587,6805,1489,1329.0
Amsterdam Ave & W 119 St,Columbus Ave & W 95 St,6 min 52 s,2017-11-27 17:11:30,2017-11-27 17:04:38,"40.7919557,-73.968087","40.8086249,-73.9596214",2509,503,2509,513,2509,503,412.0
Columbus Ave & W 95 St,Amsterdam Ave & W 119 St,6 min 6 s,2017-11-27 16:08:22,2017-11-27 16:02:16,"40.8086249,-73.9596214","40.7919557,-73.968087",2145,446,2145,491,2145,446,366.0
Columbus Ave & W 95 St,6 Ave & Spring St,32 min 55 s,2017-11-20 21:50:18,2017-11-20 21:17:23,"40.7252556953,-74.0041208267","40.7919557,-73.968087",10146,1507,8845,1951,10146,1507,1975.0
W 20 St & 11 Ave,5 Ave & E 63 St,20 min 41 s,2017-11-20 16:36:53,2017-11-20 16:16:12,"40.766368,-73.971518","40.746745,-74.007756",5157,1420,5154,1143,5157,1420,1241.0
5 Ave & E 63 St,W 116 St & Amsterdam Ave,21 min 19 s,2017-11-20 15:50:53,2017-11-20 15:29:34,"40.8067581,-73.9607082","40.766368,-73.971518",5593,1124,6133,1565,5593,1124,1279.0
Central Park West & W 100 St,E 11 St & Broadway,41 min 20 s,2017-11-19 18:48:27,2017-11-19 18:07:07,"40.73261787,-73.99158043","40.793393,-73.9635556",10510,1775,8287,1799,10510,1775,2480.0
Berkeley Pl & 7 Ave,6 Ave & 9 St,4 min 3 s,2017-11-19 14:27:05,2017-11-19 14:23:02,"40.668127,-73.98377641","40.6751468387,-73.9752320945",1248,292,1248,249,1248,292,243.0
W 21 St & 6 Ave,Central Park West & W 100 St,24 min 16 s,2017-11-19 13:42:41,2017-11-19 13:18:25,"40.793393,-73.9635556","40.74173969,-73.99415556",9896,1588,7592,1682,9896,1588,1456.0
Central Park West & W 100 St,Amsterdam Ave & W 119 St,6 min 53 s,2017-11-18 01:30:10,2017-11-18 01:23:17,"40.8086249,-73.9596214","40.793393,-73.9635556",2082,469,2234,490,2082,469,413.0
W 116 St & Amsterdam Ave,W 116 St & Amsterdam Ave,0 min 17 s,2017-11-16 16:51:47,2017-11-16 16:51:30,"40.8067581,-73.9607082","40.8067581,-73.9607082",0,0,0,0,0,0,17.0
Columbus Ave & W 103 St,W 116 St & Amsterdam Ave,3 min 15 s,2017-11-15 18:01:03,2017-11-15 17:57:48,"40.8067581,-73.9607082","40.7969347,-73.9643412291",1243,278,1243,265,1243,278,195.0
W 100 St & Manhattan Ave,Lafayette St & Jersey St,36 min 38 s,2017-11-12 18:40:47,2017-11-12 18:04:09,"40.7243052725,-73.9960098267","40.795,-73.9645",10982,1745,9689,2156,10982,1745,2198.0
W Broadway & Spring Street,W 100 St & Manhattan Ave,33 min 30 s,2017-11-12 15:06:07,2017-11-12 14:32:37,"40.795,-73.9645","40.7249467236,-74.0016585588",13199,1851,9295,1971,13199,1851,2010.0
W 100 St & Manhattan Ave,Grand St & Elizabeth St,48 min 0 s,2017-11-11 22:59:00,2017-11-11 22:11:00,"40.718822,-73.99596","40.795,-73.9645",11672,1944,10443,2333,11672,1944,2880.0
Central Park West & W 100 St,Broadway & W 32 St,27 min 56 s,2017-11-08 22:15:27,2017-11-08 21:47:31,"40.74854862,-73.98808416","40.793393,-73.9635556",7241,1512,5981,1349,7241,1512,1676.0
W 100 St & Manhattan Ave,W 116 St & Amsterdam Ave,5 min 22 s,2017-11-03 17:22:57,2017-11-03 17:17:35,"40.8067581,-73.9607082","40.795,-73.9645",1545,343,1545,329,1545,343,322.0
E 51 St & Lexington Ave,Amsterdam Ave & W 119 St,57 min 25 s,2017-11-03 12:50:35,2017-11-03 11:53:10,"40.8086249,-73.9596214","40.75714758,-73.97207836",7325,1574,7251,1641,7325,1574,3445.0
Columbus Ave & W 95 St,5 Ave & E 63 St,18 min 9 s,2017-11-01 14:29:28,2017-11-01 14:11:19,"40.766368,-73.971518","40.7919557,-73.968087",4138,802,4266,991,4138,802,1089.0
Grand Army Plaza & Central Park S,W 116 St & Amsterdam Ave,24 min 34 s,2017-11-01 13:13:07,2017-11-01 12:48:33,"40.8067581,-73.9607082","40.7643971,-73.97371465",5727,1258,5844,1313,5727,1258,1474.0
Central Park West & W 100 St,W 116 St & Amsterdam Ave,4 min 45 s,2017-10-31 17:18:46,2017-10-31 17:14:01,"40.8067581,-73.9607082","40.793393,-73.9635556",1818,416,1970,414,1818,416,285.0
Bond St & Bergen St,Schermerhorn St & Bond St,30 min 26 s,2017-10-28 18:29:52,2017-10-28 17:59:26,"40.6884174275,-73.984516561","40.6849668,-73.98620772",895,281,895,195,895,281,1826.0
Central Park West & W 100 St,W 31 St & 7 Ave,29 min 26 s,2017-10-27 20:42:25,2017-10-27 20:12:59,"40.749156,-73.9916","40.793393,-73.9635556",7964,1386,5807,1297,7964,1386,1766.0
W 31 St & 7 Ave,Amsterdam Ave & W 119 St,29 min 42 s,2017-10-27 18:13:18,2017-10-27 17:43:36,"40.8086249,-73.9596214","40.749156,-73.9916",11469,1754,7866,1706,11469,1754,1782.0
Amsterdam Ave & W 119 St,Central Park West & W 100 St,6 min 23 s,2017-10-27 15:59:31,2017-10-27 15:53:08,"40.793393,-73.9635556","40.8086249,-73.9596214",2188,453,2118,513,2188,453,383.0
W 100 St & Manhattan Ave,Amsterdam Ave & W 119 St,6 min 39 s,2017-10-27 06:04:51,2017-10-27 05:58:12,"40.8086249,-73.9596214","40.795,-73.9645",1809,396,1809,406,1809,396,399.0
Broadway & W 122 St,W 100 St & Manhattan Ave,9 min 45 s,2017-10-26 12:35:37,2017-10-26 12:25:52,"40.795,-73.9645","40.8120562,-73.9612547",2843,633,2919,687,2843,633,585.0
Central Park West & W 100 St,5 Ave & E 29 St,30 min 53 s,2017-10-25 21:28:03,2017-10-25 20:57:10,"40.7451677,-73.98683077","40.793393,-73.9635556",7332,1507,6536,1491,7332,1507,1853.0
E 33 St & 5 Ave,Amsterdam Ave & W 119 St,30 min 21 s,2017-10-25 19:13:51,2017-10-25 18:43:30,"40.8086249,-73.9596214","40.74765947,-73.98490707",11731,1890,8271,1897,11731,1890,1821.0
St Nicholas Ave & Manhattan Ave,Riverside Blvd & W 67 St,26 min 56 s,2017-10-21 18:34:14,2017-10-21 18:07:18,"40.7775070275,-73.9888858795","40.809725,-73.953149",6240,678,6413,1207,6240,678,1616.0
Riverside Blvd & W 67 St,State St & Smith St,55 min 9 s,2017-10-21 16:52:30,2017-10-21 15:57:21,"40.68926942,-73.98912867","40.7775070275,-73.9888858795",15137,1995,12070,2385,15137,1995,3309.0
Dean St & Hoyt St,7 St & 3 Ave,10 min 24 s,2017-10-20 22:00:15,2017-10-20 21:49:51,"40.6726029815,-73.9898300171","40.6864442,-73.98759104",2648,638,2636,572,2648,638,624.0
7 St & 3 Ave,Broadway & W 122 St,56 min 7 s,2017-10-20 19:02:26,2017-10-20 18:06:19,"40.8120562,-73.9612547","40.6726029815,-73.9898300171",20045,2402,18676,3635,20045,2402,3367.0
E 33 St & 5 Ave,Central Park West & W 100 St,23 min 12 s,2017-10-18 19:26:40,2017-10-18 19:03:28,"40.793393,-73.9635556","40.74765947,-73.98490707",8788,1497,6764,1595,8788,1497,1392.0
Central Park West & W 100 St,East End Ave & E 86 St,17 min 7 s,2017-10-13 23:52:54,2017-10-13 23:35:47,"40.77518615,-73.94446054","40.793393,-73.9635556",3428,759,4125,1040,3428,759,1027.0
East End Ave & E 86 St,Amsterdam Ave & W 119 St,17 min 41 s,2017-10-13 20:58:38,2017-10-13 20:40:57,"40.8086249,-73.9596214","40.77518615,-73.94446054",5588,1209,7042,1474,5588,1209,1061.0
W 52 St & 9 Ave,Broadway & W 122 St,26 min 21 s,2017-10-11 18:24:46,2017-10-11 17:58:25,"40.8120562,-73.9612547","40.76461837,-73.98789473",8230,988,6123,1389,8230,988,1581.0
Central Park West & W 100 St,6 Ave & W 33 St,27 min 58 s,2017-10-09 14:07:39,2017-10-09 13:39:41,"40.74901271,-73.98848395","40.793393,-73.9635556",5850,1431,5918,1311,5850,1431,1678.0
Broadway & W 41 St,W 100 St & Manhattan Ave,18 min 19 s,2017-10-09 11:24:53,2017-10-09 11:06:34,"40.795,-73.9645","40.75513557,-73.98658032",5808,1393,5462,1211,5808,1393,1099.0
W 100 St & Broadway,W 116 St & Broadway,4 min 46 s,2017-10-07 19:20:04,2017-10-07 19:15:18,"40.8082,-73.9641","40.7973721,-73.97041192",1404,373,1404,264,1404,373,286.0
Central Park West & W 100 St,E 58 St & 1 Ave,21 min 6 s,2017-10-06 22:25:49,2017-10-06 22:04:43,"40.7589238638,-73.9622622728","40.793393,-73.9635556",5812,954,6180,1528,5812,954,1266.0
E 58 St & 1 Ave,8 Ave & W 31 St,15 min 52 s,2017-10-06 19:59:35,2017-10-06 19:43:43,"40.750585347,-73.9946848154","40.7589238638,-73.9622622728",4076,1115,4074,1007,4076,1115,952.0
Amsterdam Ave & W 119 St,5 Ave & E 63 St,16 min 48 s,2017-10-05 14:39:26,2017-10-05 14:22:38,"40.766368,-73.971518","40.8086249,-73.9596214",6323,1158,6453,1417,6323,1158,1008.0
E 59 St & Madison Ave,W 37 St & 5 Ave,5 min 55 s,2017-10-05 13:04:45,2017-10-05 12:58:50,"40.75038009,-73.98338988","40.76350532,-73.97109243",2559,758,2556,555,2559,758,355.0
W 37 St & 5 Ave,Amsterdam Ave & W 119 St,31 min 56 s,2017-10-05 12:56:44,2017-10-05 12:24:48,"40.8086249,-73.9596214","40.75038009,-73.98338988",7983,1742,7955,1742,7983,1742,1916.0
Madison Ave & E 99 St,Madison Ave & E 99 St,3 min 19 s,2017-10-01 16:42:19,2017-10-01 16:39:00,"40.7894854155,-73.9524292946","40.7894854155,-73.9524292946",0,0,0,0,0,0,199.0
Madison Ave & E 99 St,Central Park West & W 100 St,10 min 18 s,2017-10-01 09:09:34,2017-10-01 08:59:16,"40.793393,-73.9635556","40.7894854155,-73.9524292946",1585,296,1585,388,1585,296,618.0
Central Park West & W 100 St,E 17 St & Broadway,28 min 43 s,2017-10-01 03:29:00,2017-10-01 03:00:17,"40.73704984,-73.99009296","40.793393,-73.9635556",9526,1677,7665,1689,9526,1677,1723.0
E 9 St & Avenue C,Lafayette St & E 8 St,8 min 2 s,2017-09-28 18:55:07,2017-09-28 18:47:05,"40.7302066053,-73.9910262823","40.72521311,-73.97768752",1876,600,1876,402,1876,600,482.0
W 52 St & 6 Ave,Cathedral Pkwy & Broadway,21 min 47 s,2017-09-28 16:57:57,2017-09-28 16:36:10,"40.804213,-73.96699104","40.7613298312,-73.979820013",7249,1231,6039,1345,7249,1231,1307.0
Central Park West & W 100 St,E 32 St & Park Ave,22 min 12 s,2017-09-27 23:05:53,2017-09-27 22:43:41,"40.7457121,-73.98194829","40.793393,-73.9635556",7075,1438,6784,1607,7075,1438,1332.0
E 33 St & 5 Ave,W 100 St & Broadway,26 min 11 s,2017-09-27 19:58:00,2017-09-27 19:31:49,"40.7973721,-73.97041192","40.74765947,-73.98490707",9015,1641,7027,1685,9015,1641,1571.0
W 100 St & Manhattan Ave,Broadway & W 122 St,12 min 11 s,2017-09-26 22:23:16,2017-09-26 22:11:05,"40.8120562,-73.9612547","40.795,-73.9645",2307,482,2307,578,2307,482,731.0
Central Park West & W 100 St,Amsterdam Ave & W 119 St,10 min 10 s,2017-09-25 17:26:14,2017-09-25 17:16:04,"40.8086249,-73.9596214","40.793393,-73.9635556",2082,469,2234,490,2082,469,610.0
Amsterdam Ave & W 119 St,Central Park West & W 100 St,10 min 56 s,2017-09-25 09:16:26,2017-09-25 09:05:30,"40.793393,-73.9635556","40.8086249,-73.9596214",2188,453,2118,513,2188,453,656.0
W 100 St & Manhattan Ave,W 13 St & Hudson St,37 min 59 s,2017-09-24 22:53:33,2017-09-24 22:15:34,"40.739973541,-74.005138725","40.795,-73.9645",8489,1397,8011,1764,8489,1397,2279.0
W 13 St & Hudson St,E 33 St & 5 Ave,15 min 43 s,2017-09-24 19:24:29,2017-09-24 19:08:46,"40.74765947,-73.98490707","40.739973541,-74.005138725",2725,784,2899,712,2725,784,943.0
E 33 St & 5 Ave,E 58 St & 3 Ave,19 min 18 s,2017-09-24 18:44:10,2017-09-24 18:24:52,"40.76095756,-73.96724467","40.74765947,-73.98490707",3066,836,3065,779,3066,836,1158.0
E 58 St & 3 Ave,Central Park West & W 100 St,16 min 24 s,2017-09-24 09:33:19,2017-09-24 09:16:55,"40.793393,-73.9635556","40.76095756,-73.96724467",4829,1010,5177,1239,4829,1010,984.0
W 33 St & 7 Ave,Central Park West & W 100 St,19 min 57 s,2017-09-22 07:46:50,2017-09-22 07:26:53,"40.793393,-73.9635556","40.75019995,-73.99093085",7116,1764,6199,1367,7116,1764,1197.0
Central Park West & W 100 St,E 33 St & 5 Ave,23 min 46 s,2017-09-20 21:22:15,2017-09-20 20:58:29,"40.74765947,-73.98490707","40.793393,-73.9635556",7047,1455,6226,1414,7047,1455,1426.0
E 33 St & 5 Ave,Broadway & W 122 St,32 min 5 s,2017-09-20 19:36:28,2017-09-20 19:04:23,"40.8120562,-73.9612547","40.74765947,-73.98490707",11430,1857,9437,2114,11430,1857,1925.0
Central Park West & W 100 St,1 Ave & E 62 St,18 min 1 s,2017-09-19 16:55:55,2017-09-19 16:37:54,"40.7612274,-73.96094022","40.793393,-73.9635556",5546,875,5053,1273,5546,875,1081.0
1 Ave & E 62 St,Amsterdam Ave & W 119 St,24 min 22 s,2017-09-19 15:39:43,2017-09-19 15:15:21,"40.8086249,-73.9596214","40.7612274,-73.96094022",9942,1508,8251,1969,9942,1508,1462.0
Amsterdam Ave & W 119 St,Central Park West & W 100 St,11 min 36 s,2017-09-19 08:28:27,2017-09-19 08:16:51,"40.793393,-73.9635556","40.8086249,-73.9596214",2188,453,2118,513,2188,453,696.0
Central Park West & W 100 St,Amsterdam Ave & W 119 St,8 min 52 s,2017-09-18 18:08:30,2017-09-18 17:59:38,"40.8086249,-73.9596214","40.793393,-73.9635556",2082,469,2234,490,2082,469,532.0
Hoyt St & Warren St,Grand Army Plaza & Plaza St West,8 min 46 s,2017-09-17 09:46:05,2017-09-17 09:37:19,"40.6729679,-73.97087984","40.6843549,-73.98901629",2799,729,2338,456,2799,729,526.0
Central Park West & W 100 St,6 Ave & W 33 St,29 min 50 s,2017-09-12 22:21:09,2017-09-12 21:51:19,"40.74901271,-73.98848395","40.793393,-73.9635556",5850,1431,5918,1311,5850,1431,1790.0
E 33 St & 5 Ave,Central Park West & W 100 St,22 min 4 s,2017-09-12 19:50:19,2017-09-12 19:28:15,"40.793393,-73.9635556","40.74765947,-73.98490707",8788,1497,6764,1595,8788,1497,1324.0
Broadway & W 60 St,Central Park West & W 100 St,13 min 10 s,2017-09-01 09:41:19,2017-09-01 09:28:09,"40.793393,-73.9635556","40.76915505,-73.98191841",3844,851,4282,967,3844,851,790.0
Central Park West & W 100 St,E 109 St & 3 Ave,12 min 43 s,2017-08-31 22:20:39,2017-08-31 22:07:56,"40.79329668,-73.9432083","40.793393,-73.9635556",2601,519,2571,760,2601,519,763.0
E 109 St & 3 Ave,W 100 St & Manhattan Ave,12 min 5 s,2017-08-31 18:11:24,2017-08-31 17:59:19,"40.795,-73.9645","40.79329668,-73.9432083",3071,616,2987,639,3071,616,725.0
W 100 St & Manhattan Ave,Cathedral Pkwy & Broadway,8 min 17 s,2017-08-30 22:29:03,2017-08-30 22:20:46,"40.804213,-73.96699104","40.795,-73.9645",1470,363,1470,350,1470,363,497.0
Central Park North & Adam Clayton Powell Blvd,W 44 St & 5 Ave,19 min 28 s,2017-08-28 13:50:28,2017-08-28 13:31:00,"40.75500254,-73.98014437","40.799484,-73.955613",6317,1318,6664,1416,6317,1318,1168.0
W 43 St & 6 Ave,Central Park W & W 96 St,17 min 42 s,2017-08-28 08:55:44,2017-08-28 08:38:02,"40.79127,-73.964839","40.75527307,-73.98316936",5522,1237,5383,1286,5522,1237,1062.0
Central Park West & W 100 St,2 Ave & E 96 St,9 min 59 s,2017-08-26 20:21:43,2017-08-26 20:11:44,"40.7839636,-73.9471673","40.793393,-73.9635556",2050,508,3445,881,2050,508,599.0
W 100 St & Manhattan Ave,W 106 St & Amsterdam Ave,3 min 30 s,2017-08-21 17:11:25,2017-08-21 17:07:55,"40.8008363,-73.9664492472","40.795,-73.9645",933,202,933,231,933,202,210.0
Bond St & Bergen St,Schermerhorn St & Bond St,1 min 49 s,2017-08-19 19:01:35,2017-08-19 18:59:46,"40.6884174275,-73.984516561","40.6849668,-73.98620772",895,281,895,195,895,281,109.0
W 37 St & 5 Ave,W 43 St & 6 Ave,4 min 9 s,2017-08-18 12:49:27,2017-08-18 12:45:18,"40.75527307,-73.98316936","40.75038009,-73.98338988",1013,342,1326,363,1013,342,249.0
W 43 St & 6 Ave,Central Park West & W 100 St,22 min 37 s,2017-08-18 10:02:32,2017-08-18 09:39:55,"40.793393,-73.9635556","40.75527307,-73.98316936",5691,1276,5679,1377,5691,1276,1357.0
Central Park West & W 100 St,Central Park West & W 100 St,0 min 24 s,2017-08-18 09:39:41,2017-08-18 09:39:17,"40.793393,-73.9635556","40.793393,-73.9635556",0,0,0,0,0,0,24.0
E 33 St & 5 Ave,Cathedral Pkwy & Broadway,28 min 51 s,2017-08-17 19:10:39,2017-08-17 18:41:48,"40.804213,-73.96699104","40.74765947,-73.98490707",9676,1793,7932,1841,9676,1793,1731.0
W 100 St & Manhattan Ave,Cathedral Pkwy & Broadway,6 min 59 s,2017-08-14 21:53:25,2017-08-14 21:46:26,"40.804213,-73.96699104","40.795,-73.9645",1470,363,1470,350,1470,363,419.0
Central Park West & W 100 St,3 Ave & E 100 St,8 min 52 s,2017-08-12 17:28:59,2017-08-12 17:20:07,"40.7877214,-73.94728331","40.793393,-73.9635556",2008,487,2052,603,2008,487,532.0
Central Park West & W 100 St,E 51 St & Lexington Ave,21 min 4 s,2017-08-11 23:23:36,2017-08-11 23:02:32,"40.75714758,-73.97207836","40.793393,-73.9635556",5179,1025,5214,1257,5179,1025,1264.0
W 43 St & 6 Ave,Bond St & Bergen St,35 min 27 s,2017-08-11 09:28:00,2017-08-11 08:52:33,"40.6849668,-73.98620772","40.75527307,-73.98316936",12164,1535,9986,2320,12164,1535,2127.0
E 33 St & 5 Ave,Cathedral Pkwy & Broadway,25 min 51 s,2017-08-10 18:58:48,2017-08-10 18:32:57,"40.804213,-73.96699104","40.74765947,-73.98490707",9676,1793,7932,1841,9676,1793,1551.0
Lafayette St & E 8 St,Cathedral Pkwy & Broadway,27 min 25 s,2017-08-08 17:38:44,2017-08-08 17:11:19,"40.804213,-73.96699104","40.7302066053,-73.9910262823",11203,2022,11743,2323,11203,2022,1645.0
Central Park West & W 100 St,W 25 St & 6 Ave,26 min 54 s,2017-08-06 21:00:27,2017-08-06 20:33:33,"40.74395411,-73.99144871","40.793393,-73.9635556",8696,1488,6570,1451,8696,1488,1614.0
Washington St & Gansevoort St,West End Ave & W 94 St,32 min 22 s,2017-08-06 12:34:21,2017-08-06 12:01:59,"40.7941654,-73.974124","40.739323,-74.008119",8253,1119,8981,1694,8253,1119,1942.0
W 100 St & Manhattan Ave,W 43 St & 6 Ave,56 min 1 s,2017-08-05 20:17:10,2017-08-05 19:21:09,"40.75527307,-73.98316936","40.795,-73.9645",7199,1248,5515,1228,7199,1248,3361.0
E 41 St & 5 Ave,Central Park West & W 100 St,24 min 40 s,2017-08-05 13:37:04,2017-08-05 13:12:24,"40.793393,-73.9635556","40.7527220138,-73.9812362194",5613,1248,6135,1383,5613,1248,1480.0
Duane St & Greenwich St,Riverside Dr & W 104 St,29 min 25 s,2017-08-04 18:33:14,2017-08-04 18:03:49,"40.8013434,-73.9711457439","40.71748752,-74.0104554",11744,1679,10651,1961,11744,1679,1765.0
Central Park West & W 100 St,E 32 St & Park Ave,20 min 56 s,2017-08-03 22:04:06,2017-08-03 21:43:10,"40.7457121,-73.98194829","40.793393,-73.9635556",8489,1330,6784,1607,8489,1330,1256.0
E 33 St & 5 Ave,Cathedral Pkwy & Broadway,28 min 34 s,2017-08-03 18:46:32,2017-08-03 18:17:58,"40.804213,-73.96699104","40.74765947,-73.98490707",9676,1793,7932,1841,9676,1793,1714.0
